TAX_MAP,plat,lot,unit,CLASS,SHORT_DESC,FORMATED_ADDRESS,ZIP_POSTAL
088-0063-0000,88,63,0,1,Single Family,12 Depew St,02905
008-0325-0002,8,325,2,23,Residential Condo,127 Pleasant St Unit 2,02906
094-0480-0000,94,480,0,2,2 -5 Family,188 Beaufort St,02909
008-0455-157B,8,455,157B,23,Residential Condo,157 Doyle Ave Unit 157B,02906
124-0130-0000,124,130,0,1,Single Family,162 Gentian Ave,02908
110-0089-0000,110,89,0,1,Single Family,27 Simmons St,02909
115-0443-0000,115,443,0,1,Single Family,11 Wolfe St,02909
019-0102-1005,19,102,1005,23,Residential Condo,100 Exchange St Unit 1005,02903
110-0287-0000,110,287,0,1,Single Family,17 Evelyn St,02909
112-0379-0000,112,379,0,2,2 -5 Family,294 Lowell Ave,02909
104-0105-0000,104,105,0,2,2 -5 Family,183 Clarence St,02909
117-0103-0000,117,103,0,2,2 -5 Family,575 Pleasant Valley Pkwy,02908
104-0328-0000,104,328,0,1,Single Family,62 Priscilla Ave,02909
094-0720-0000,94,720,0,1,Single Family,168 Beaufort St,02908
123-0407-0000,123,407,0,1,Single Family,130 Sunbury St,02904
111-0037-0000,111,37,0,1,Single Family,861 Plainfield St,02909
087-0969-0000,87,969,0,1,Single Family,136 Massachusetts Ave,02905
097-0148-0000,97,148,0,1,Single Family,14 Spokane St,02904
005-0353-0002,5,353,2,23,Residential Condo,74 Woodbine St Unit 2,02906
118-0336-0000,118,336,0,1,Single Family,409 Sharon St,02908
120-0238-0000,120,238,0,1,Single Family,73 Huxley Ave,02908
113-0044-0000,113,44,0,2,2 -5 Family,27 Kinfield St,02909
088-0053-0000,88,53,0,1,Single Family,60 Alger Ave,02905
090-0115-0000,90,115,0,1,Single Family,20 Potter Dr,02905
089-0198-0000,89,198,0,1,Single Family,16 Sawyer St,02905
041-0103-0002,41,103,2,23,Residential Condo,598 Angell St Unit 2,NA
097-0623-0000,97,623,0,1,Single Family,111 Leo Ave,02904
104-0390-0000,104,390,0,2,2 -5 Family,164 Dora St,02909
118-0320-0000,118,320,0,1,Single Family,25 College Rd,02908
110-0304-0000,110,304,0,1,Single Family,680 Union Ave,02909
094-0444-0000,94,444,0,1,Single Family,224 Lynch St,02909
110-0228-0000,110,228,0,1,Single Family,122 Moorefield St,02909
088-0007-0000,88,7,0,1,Single Family,107 Alger Ave,02905
089-0255-0000,89,255,0,1,Single Family,78 Stamford Ave,02905
117-0445-0000,117,445,0,1,Single Family,45 Biltmore Ave,02908
118-0087-0000,118,87,0,1,Single Family,82 Bradley St,02908
008-0239-0003,8,239,3,23,Residential Condo,141 Doyle Ave Unit 3,02906
117-0174-0000,117,174,0,1,Single Family,112 Rankin Ave,02908
104-0683-0000,104,683,0,1,Single Family,5 Polly St,02909
094-0084-0000,94,84,0,1,Single Family,45 Lucy St,02909
114-0081-0000,114,81,0,2,2 -5 Family,20 Middleton St,02909
092-0093-0000,92,93,0,1,Single Family,11 Methyl St,02906
087-0662-0000,87,662,0,1,Single Family,103 Indiana Ave,02905
099-0018-0000,99,18,0,1,Single Family,71 Stansbury St,02904
124-0164-0000,124,164,0,1,Single Family,28 Isabella Ave,02908
044-0215-000B,44,215,000B,23,Residential Condo,52 Whitmarsh St Unit B,02907
026-0367-0323,26,367,323,23,Residential Condo,1000 Providence Pl,NA
097-0032-0000,97,32,0,1,Single Family,45 Udell St,02904
093-0258-0000,93,258,0,1,Single Family,585 Elmgrove Ave,02906
093-0023-0000,93,23,0,1,Single Family,660 Elmgrove Ave,02906
116-0088-0000,116,88,0,2,2 -5 Family,364 Academy Ave,02908
092-0119-0001,92,119,1,23,Residential Condo,761 Blackstone Blvd,02906
107-0390-0000,107,390,0,1,Single Family,153 Eastwood Ave,02909
113-0275-0000,113,275,0,2,2 -5 Family,180 Glenbridge Ave,02909
094-0165-0000,94,165,0,1,Single Family,137 Ortoleva Dr,02909
089-0293-0000,89,293,0,1,Single Family,70 Dixon St,02905
104-0243-0000,104,243,0,2,2 -5 Family,86 Wallace St,02909
120-0072-0000,120,72,0,1,Single Family,67 Hilltop Ave,02908
103-0041-0000,103,41,0,1,Single Family,17 Minnesota St,02904
109-0190-0000,109,190,0,2,2 -5 Family,22 Ethan St,02909
113-0062-0000,113,62,0,1,Single Family,146 Ophelia St,02909
011-0136-0000,11,136,0,1,Single Family,27 Weymouth St,02906
091-0504-0000,91,504,0,1,Single Family,120 Eleventh St,02906
045-0866-0000,45,866,0,2,2 -5 Family,67 Comstock,02905
115-0626-0000,115,626,0,1,Single Family,70 Eliza St,02909
096-0201-0000,96,201,0,1,Single Family,67 Fairfield Ave,02909
109-0339-0000,109,339,0,1,Single Family,45 Magdalene St,02909
090-0137-0000,90,137,0,1,Single Family,6 Thurston St,02905
118-0060-0000,118,60,0,1,Single Family,29 Stonelaw Ave,02908
116-0057-0000,116,57,0,1,Single Family,373 Academy Ave,02908
122-0426-0000,122,426,0,1,Single Family,76 Gentian Ave,02908
096-0324-0000,96,324,0,2,2 -5 Family,11 Edgemere Ave,NA
117-0065-0000,117,65,0,1,Single Family,44 Jastram St,02908
086-0252-0001,86,252,1,23,Residential Condo,187 Morris Ave Unit 1,02906
115-0518-0000,115,518,0,1,Single Family,32 Horace St,02909
025-0152-R208,25,152,R208,23,Residential Condo,87 Washington St Unit R208,02903
099-0026-0000,99,26,0,1,Single Family,115 Stansbury St,02904
098-0433-0003,98,433,3,23,Residential Condo,42 Social St,02904
116-0280-0000,116,280,0,1,Single Family,632 Pleasant Valley Pkwy,02908
092-0112-0000,92,112,0,1,Single Family,93 Hartshorn Rd,02906
089-0146-0000,89,146,0,1,Single Family,27 Stamford Ave,02905
112-0248-0000,112,248,0,2,2 -5 Family,26 Daniel Ave,02909
097-0760-0000,97,760,0,1,Single Family,11 Humbert,02904
091-0266-0000,91,266,0,1,Single Family,141 Hillside Ave,02906
108-0105-0000,108,105,0,2,2 -5 Family,195 Laurel Hill Ave,02909
113-0103-0000,113,103,0,1,Single Family,102 Ophelia St,02909
116-0437-0000,116,437,0,1,Single Family,42 Kimball St,02909
109-0252-0000,109,252,0,2,2 -5 Family,72 Daniel Ave,02909
107-0300-0000,107,300,0,1,Single Family,154 Whittier Ave,02909
124-0083-0000,124,83,0,1,Single Family,60 Texas Ave,02908
090-0058-0000,90,58,0,1,Single Family,124 Edgewood Blvd,02905
019-0102-1106,19,102,1106,23,Residential Condo,100 Exchange St Unit 1106,02903
116-0568-0000,116,568,0,2,2 -5 Family,367 Mount Pleasant Ave,02909
095-0681-0000,95,681,0,1,Single Family,31 Beetle St,02909
019-0143-2901,19,143,2901,23,Residential Condo,1 West Exchange Unit 2901,02903
116-0257-0000,116,257,0,2,2 -5 Family,71 Freese St,02909
104-0582-0000,104,582,0,2,2 -5 Family,201 Elmdale Ave,02909
107-0289-0000,107,289,0,2,2 -5 Family,148 Laban St,02909
129-0103-0000,129,103,0,2,2 -5 Family,21 Gage St,02909
115-0169-0000,115,169,0,1,Single Family,11 Woodfall St,02909
092-0271-0000,92,271,0,1,Single Family,167 Lorimer Ave,02906
110-0368-0000,110,368,0,1,Single Family,145 Ethan St,02909
032-0434-0003,32,434,3,23,Residential Condo,21 Harkness St 3,02909
091-0317-0000,91,317,0,1,Single Family,178 Ninth St,02906
015-0335-0004,15,335,4,23,Residential Condo,163 Butler Ave Unit 4,02906
009-0554-0003,9,554,3,23,Residential Condo,23 Benefit St Unit 3,02904
121-0028-0000,121,28,0,1,Single Family,40 Homefield Ave,02908
095-0317-0000,95,317,0,1,Single Family,61 Rushmore Ave,02909
125-0155-0000,125,155,0,1,Single Family,24 Louis Ave,02905
118-0085-0000,118,85,0,1,Single Family,411 Sharon St,02908
091-0543-0000,91,543,0,2,2 -5 Family,170 Tenth St,02906
006-0615-0203,6,615,203,23,Residential Condo,7 Mount Hope Ave,02906
097-0796-0000,97,796,0,1,Single Family,31 Famiglietti Dr,02904
092-0048-0000,92,48,0,1,Single Family,106 Overhill Rd,02906
067-0563-0003,67,563,3,23,Residential Condo,2 Esten St Unit 3,02908
118-0352-0000,118,352,0,1,Single Family,323 Sharon St,02908
095-0713-0000,95,713,0,1,Single Family,102 Rushmore Ave,02909
108-0155-0000,108,155,0,2,2 -5 Family,488 Plainfield St,02909
019-0102-0717,19,102,717,23,Residential Condo,200 Exchange St,02903
086-0153-0002,86,153,2,23,Residential Condo,163 Arlington Ave Unit 2,02906
109-0264-0000,109,264,0,1,Single Family,70 Lowell Ave,02909
128-0146-0000,128,146,0,1,Single Family,141 Metropolitan Rd,02909
097-0103-0000,97,103,0,1,Single Family,48 Mac Gregor St,02904
093-0212-0000,93,212,0,1,Single Family,377 Cole Ave,02906
097-0870-0000,97,870,0,1,Single Family,240 Langdon St,02904
122-0226-0000,122,226,0,1,Single Family,1131 Smith St,02908
104-0324-0000,104,324,0,1,Single Family,65 Priscilla Ave,02909
094-0031-0000,94,31,0,1,Single Family,24 Aldine St,02909
124-0352-0000,124,352,0,1,Single Family,17 Royal Ave,02908
118-0117-0000,118,117,0,1,Single Family,30 Iona St,02908
009-0608-0000,9,608,0,1,Single Family,39 Benefit St,02906
122-0140-0000,122,140,0,1,Single Family,17 Longwood Ave,02908
122-0569-0000,122,569,0,1,Single Family,28 Lynde St,NA
122-0313-0000,122,313,0,1,Single Family,116 Ardmore Ave,02908
123-0036-0000,123,36,0,2,2 -5 Family,750 Douglas Ave,02904
112-0094-0000,112,94,0,2,2 -5 Family,134 Alverson Ave,02909
124-0496-0000,124,496,0,1,Single Family,1 Isabella Ave,02908
105-0096-0000,105,96,0,2,2 -5 Family,22 Atwood St,02909
094-0356-0000,94,356,0,2,2 -5 Family,34 Harmony Dr,02909
108-0181-0000,108,181,0,2,2 -5 Family,444 Plainfield St,02909
118-0135-0000,118,135,0,2,2 -5 Family,25 Iona St,02908
091-0043-0000,91,43,0,1,Single Family,112 Chace Ave,02906
120-0182-0000,120,182,0,1,Single Family,44 Pembroke Ave,02908
093-0187-0000,93,187,0,2,2 -5 Family,15 Lorimer Ave,02906
101-0082-0000,101,82,0,2,2 -5 Family,54 Toronto Ave,02905
095-0059-0000,95,59,0,2,2 -5 Family,485 Manton Ave,02909
091-0346-0000,91,346,0,1,Single Family,24 Sixth St,02906
093-0232-0000,93,232,0,1,Single Family,365 Slater Ave,02906
123-0335-0000,123,335,0,1,Single Family,160 Devonshire St,02904
101-0177-0000,101,177,0,1,Single Family,90 Carolina Ave,02905
118-0090-0000,118,90,0,1,Single Family,68 Bradley St,02908
094-0054-0000,94,54,0,2,2 -5 Family,26 Lucy St,02909
005-0005-0002,5,5,2,23,Residential Condo,98 Evergreen St Unit 2,02906
116-0463-0000,116,463,0,1,Single Family,32 Lindy Ave,02909
109-0395-0000,109,395,0,1,Single Family,80 What Cheer Ave,02909
091-0562-0000,91,562,0,1,Single Family,179 Tenth St,02906
104-0664-0000,104,664,0,2,2 -5 Family,94 Cumerford St,02909
102-0030-0000,102,30,0,2,2 -5 Family,906 Branch Ave,02904
115-0040-0000,115,40,0,1,Single Family,68 Myra St,02909
125-0070-0000,125,70,0,2,2 -5 Family,65 Ardoene St,02905
129-0188-0000,129,188,0,1,Single Family,75 Canonchet St,02909
077-0898-0000,77,898,0,1,Single Family,64 Wilna St,02940
101-0186-0000,101,186,0,1,Single Family,49 Tennessee Ave,02905
126-0159-0000,126,159,0,1,Single Family,41 Togansett Rd,02905
104-0398-0000,104,398,0,2,2 -5 Family,124 Dora St,02909
117-0255-0000,117,255,0,1,Single Family,330 River Ave,02908
095-0598-0000,95,598,0,1,Single Family,78 Leah St,02909
122-0048-0000,122,48,0,1,Single Family,26 Brightwood Ave,02908
098-0020-0000,98,20,0,1,Single Family,11 Squanto St,02904
107-0316-0000,107,316,0,1,Single Family,141 Whittier Ave,02909
127-0273-00G2,127,273,00G2,23,Residential Condo,131 Fruit Hill Ave Unit G2,02909
029-0122-0202,29,122,202,23,Residential Condo,755 Westminster St 0202,02905
124-0431-0000,124,431,0,2,2 -5 Family,178 Gentian Ave,02908
095-0175-0000,95,175,0,1,Single Family,50 Parnell St,02909
019-0102-1602,19,102,1602,23,Residential Condo,100 Exchange St Unit 1602,02903
035-0575-0007,35,575,7,23,Residential Condo,1488 Westminster St Unit 7,02907
099-0055-0000,99,55,0,2,2 -5 Family,46 Vandewater St,02904
040-0129-0002,40,129,2,23,Residential Condo,303 Cole Ave Unit 2,02906
041-0006-0003,41,6,3,23,Residential Condo,114 South Angell Unit 3,02906
112-0157-0000,112,157,0,1,Single Family,69 Killingly St,02909
093-0178-0000,93,178,0,1,Single Family,286 Rochambeau Ave,02906
121-0227-0000,121,227,0,1,Single Family,628 Mount Pleasant Ave,02908
109-0031-0000,109,31,0,2,2 -5 Family,136 Prudence Ave,02909
097-0263-0000,97,263,0,2,2 -5 Family,212 Greeley St,02904
094-0028-0000,94,28,0,1,Single Family,26 Aldine St,02909
104-0127-0000,104,127,0,2,2 -5 Family,226 Clarence St,02909
098-0429-0000,98,429,0,2,2 -5 Family,79 Langdon St,NA
095-0450-0000,95,450,0,2,2 -5 Family,12 Riverdale St,02909
108-0365-0000,108,365,0,2,2 -5 Family,205 Sterling Ave,02909
118-0270-0000,118,270,0,2,2 -5 Family,521 Sharon St,02908
122-0273-0000,122,273,0,1,Single Family,59 Ravenswood,02908
064-0956-0000,64,956,0,1,Single Family,100 Roanoke St,02909
112-0420-0000,112,420,0,1,Single Family,75 Eliza St,02909
117-0234-0000,117,234,0,1,Single Family,119 Rankin Ave,02908
123-0381-0000,123,381,0,1,Single Family,37 Wainwright St,02904
105-0271-0000,105,271,0,2,2 -5 Family,167 Magnolia St,02909
122-0012-0000,122,12,0,1,Single Family,1246 Smith St,02908
110-0319-0000,110,319,0,1,Single Family,119 Ethan St,02909
091-0298-0000,91,298,0,2,2 -5 Family,131 Ninth St,02906
117-0407-0000,117,407,0,1,Single Family,24 Biltmore Ave,02908
123-0163-0000,123,163,0,1,Single Family,97 Gloucester St,02904
110-0460-0013,110,460,13,23,Residential Condo,52 Nancy St Unit 13,NA
026-0367-0440,26,367,440,23,Residential Condo,1000 Providence Pl,NA
104-0068-0000,104,68,0,2,2 -5 Family,90 Sterling Ave,02909
117-0324-0000,117,324,0,2,2 -5 Family,375 River Ave,02908
117-0124-0000,117,124,0,1,Single Family,96 Sharon St,02908
129-0129-0000,129,129,0,1,Single Family,62 Samoset Ave,02909
121-0035-0000,121,35,0,1,Single Family,12 Homefield Ave,02908
077-0876-0000,77,876,0,1,Single Family,74 Sedan St,02904
093-0044-0000,93,44,0,1,Single Family,219 Fifth St,02906
104-0166-0000,104,166,0,2,2 -5 Family,89 Whitehall St,02909
094-0052-0000,94,52,0,1,Single Family,161 Unit St,02909
048-1132-0000,48,1132,0,1,Single Family,42 Burnside St,02905
092-0063-0000,92,63,0,1,Single Family,13 Ogden St,02906
092-0095-0000,92,95,0,1,Single Family,23 Methyl St,02906
112-0102-0000,112,102,0,2,2 -5 Family,100 Alverson Ave,02909
091-0406-0000,91,406,0,2,2 -5 Family,10 Seventh St,02906
099-0450-0000,99,450,0,1,Single Family,22 Anchor St,02904
097-0636-0000,97,636,0,1,Single Family,841 Charles St,02904
121-0195-0000,121,195,0,1,Single Family,34 Sheffield Ave,02908
109-0466-0000,109,466,0,2,2 -5 Family,536 Union Ave,02909
113-0332-0000,113,332,0,2,2 -5 Family,29 Ponagansett,02909
101-0238-0000,101,238,0,1,Single Family,257 New York Ave,02905
102-0271-0000,102,271,0,2,2 -5 Family,76 Henrietta St,02904
091-0549-0000,91,549,0,2,2 -5 Family,194 Tenth St,02906
051-0330-0000,51,330,0,2,2 -5 Family,25-27 Alvin St,02905
091-0628-0000,91,628,0,1,Single Family,155 Eighth St,02906
092-0232-0000,92,232,0,1,Single Family,642 Blackstone Blvd,02906
013-0180-0021,13,180,21,23,Residential Condo,157 Waterman St Unit 2-1,02906
035-0157-0004,35,157,4,23,Residential Condo,32 Oak St Unit 4,02907
116-0619-0000,116,619,0,1,Single Family,57 Winthrop Ave,02909
096-0048-0000,96,48,0,2,2 -5 Family,6 Stockwell St,02909
026-0367-0478,26,367,478,23,Residential Condo,1000 Providence Pl,NA
115-0535-0000,115,535,0,1,Single Family,47 Boundary Ave,02909
124-0102-0000,124,102,0,1,Single Family,37 Funston Ave,02908
005-0295-0005,5,295,5,23,Residential Condo,186 Camp St Unit 5,02906
008-0229-0002,8,229,2,23,Residential Condo,70 Camp St Unit 2,02906
093-0004-0000,93,4,0,1,Single Family,199 Sixth St,02906
104-0646-0000,104,646,0,2,2 -5 Family,81 Cumerford St,02909
019-0102-0803,19,102,803,23,Residential Condo,100 Exchange St Unit 803,02903
115-0480-0000,115,480,0,1,Single Family,23 Verdic Ave,02909
110-0242-0000,110,242,0,2,2 -5 Family,98 Moorefield St,02909
017-0204-0001,17,204,1,23,Residential Condo,94 Arnold St Unit 1,02906
098-0216-0000,98,216,0,2,2 -5 Family,41R Langdon St,02904
099-0084-0000,99,84,0,2,2 -5 Family,61 Vandewater St,02904
098-0289-0000,98,289,0,1,Single Family,86 Opper St,02904
016-0656-0000,16,656,0,2,2 -5 Family,354 Wickenden St,02906
122-0474-0000,122,474,0,1,Single Family,21 Callan St,02908
124-0145-0000,124,145,0,1,Single Family,10 Kentland Ave,02908
092-0249-0000,92,249,0,1,Single Family,32 Winfield Rd,02906
116-0487-0000,116,487,0,1,Single Family,247 Mount Pleasant Ave,02909
094-0318-0000,94,318,0,2,2 -5 Family,140 Hillcrest Ave,02909
129-0215-0000,129,215,0,1,Single Family,68 Standish Ave,02909
097-0329-0000,97,329,0,2,2 -5 Family,734 Charles St,02904
090-0042-0000,90,42,0,1,Single Family,32 Edgewood Blvd,02905
099-0505-0000,99,505,0,2,2 -5 Family,71 Vandewater St,02904
120-0007-0000,120,7,0,1,Single Family,21 Elmhurst Ave,02908
123-0310-0000,123,310,0,1,Single Family,1 Augusta St,02904
104-0729-0000,104,729,0,1,Single Family,188 Elmdale Ave,02909
093-0314-0000,93,314,0,1,Single Family,61 Holly St,02906
104-0281-0000,104,281,0,1,Single Family,173 Progress Ave,02909
095-0570-0000,95,570,0,2,2 -5 Family,83 Lynch St,02909
091-0072-0000,91,72,0,2,2 -5 Family,42 Tenth St,02906
019-0102-0314,19,102,314,23,Residential Condo,200 Exchange St Unit 314,02903
109-0440-0000,109,440,0,1,Single Family,485 Union Ave,02909
129-0248-0000,129,248,0,2,2 -5 Family,1385 Chalkstone Ave,02909
097-0663-0000,97,663,0,1,Single Family,41 Parente St,02904
124-0477-0000,124,477,0,1,Single Family,84 Isabella Ave,02908
093-0057-0000,93,57,0,1,Single Family,640 Elmgrove Ave,02906
092-0026-0000,92,26,0,2,2 -5 Family,200 Sixth St,02906
109-0579-0000,109,579,0,2,2 -5 Family,243 Laurel Hill Ave,02909
096-0035-0000,96,35,0,1,Single Family,10 Saxe St,02909
119-0227-0000,119,227,0,2,2 -5 Family,51 Liege St,02904
091-0663-0000,91,663,0,1,Single Family,152 Eighth St,NA
123-0173-0000,123,173,0,1,Single Family,791 River Ave,02908
117-0469-0000,117,469,0,1,Single Family,25 Parkway Ave,02908
009-0530-0002,9,530,2,23,Residential Condo,260 Brown St Unit 2,02906
095-0167-0000,95,167,0,2,2 -5 Family,80 Parnell St,02909
094-0186-0000,94,186,0,1,Single Family,178 Ortoleva Dr,02909
091-0479-0000,91,479,0,2,2 -5 Family,33 Twelfth St,02906
096-0165-0000,96,165,0,1,Single Family,76 Edgemere Ave,02909
118-0208-0000,118,208,0,1,Single Family,475 Sharon St,02908
116-0484-0000,116,484,0,1,Single Family,259 Mount Pleasant Ave,02909
101-0208-0000,101,208,0,2,2 -5 Family,161 New York Ave,02905
107-0194-0000,107,194,0,2,2 -5 Family,193 Laban St,02909
122-0194-0000,122,194,0,1,Single Family,17 Compton St,02908
122-0293-0000,122,293,0,1,Single Family,54 Ardmore Ave,02908
120-0089-0000,120,89,0,1,Single Family,88 Tyndall Ave,02908
014-0588-0000,14,588,0,2,2 -5 Family,22 Amy St,02906
112-0347-0000,112,347,0,2,2 -5 Family,58 Petteys Ave,02909
118-0290-0000,118,290,0,1,Single Family,495 Sharon St,02908
091-0093-0000,91,93,0,2,2 -5 Family,77 Tenth St,02906
124-0121-0000,124,121,0,1,Single Family,113 Funston Ave,02908
104-0193-0000,104,193,0,2,2 -5 Family,169 Wallace St,02909
098-0394-0000,98,394,0,1,Single Family,34 Ledge St,02904
116-0173-0000,116,173,0,1,Single Family,596 Pleasant Valley Pkwy,02908
091-0275-0000,91,275,0,1,Single Family,181 Eighth St,02906
115-0108-0000,115,108,0,2,2 -5 Family,42 Seton St,02909
123-0493-0000,123,493,0,2,2 -5 Family,54 Veazie St,02904
116-0141-0000,116,141,0,1,Single Family,16 Bolton Ave,02909
093-0326-0000,93,326,0,1,Single Family,5 Linden Dr,02906
096-0133-0000,96,133,0,2,2 -5 Family,19 Sheridan St,02909
099-0308-0000,99,308,0,1,Single Family,306 Cornwall St,02904
091-0101-0000,91,101,0,2,2 -5 Family,45 Tenth St,02906
114-0192-0000,114,192,0,1,Single Family,61 Stella St,02909
007-0085-0002,7,85,2,23,Residential Condo,14 Aldrich Ter Unit 2,02906
122-0255-0000,122,255,0,1,Single Family,42 Ravenswood,02908
116-0409-0000,116,409,0,1,Single Family,55 Farm St,02909
101-0137-0000,101,137,0,2,2 -5 Family,42 Georgia Ave,02905
104-0633-0000,104,633,0,2,2 -5 Family,26 Wallace St,02909
095-0642-0000,95,642,0,2,2 -5 Family,122 Erastus St,02909
048-1160-0000,48,1160,0,1,Single Family,164 Potters Ave,02905
064-0521-0002,64,521,2,23,Residential Condo,103 Beaufort St Unit 2,02901
120-0454-0000,120,454,0,1,Single Family,97 Huxley Ave,02908
095-0686-0000,95,686,0,1,Single Family,31 Ridgeway Ave,02909
097-0545-0000,97,545,0,1,Single Family,24 Raphael Ave,02904
103-0060-0000,103,60,0,1,Single Family,14 Newport St,02904
112-0315-0000,112,315,0,1,Single Family,15 Duxbury St,02909
114-0085-0000,114,85,0,1,Single Family,44 Middleton St,02909
093-0278-0000,93,278,0,1,Single Family,52 Westford Rd,02906
108-0242-0000,108,242,0,2,2 -5 Family,14 Dorchester Ave,02909
116-0040-0000,116,40,0,2,2 -5 Family,471 Academy Ave,02908
129-0028-0000,129,28,0,2,2 -5 Family,1397 Chalkstone Ave,02909
099-0136-0000,99,136,0,1,Single Family,11 Lancashire St,02904
110-0405-0000,110,405,0,1,Single Family,47 Prudence Ave,02909
099-0240-0000,99,240,0,2,2 -5 Family,9 Anchor St,02904
097-0739-0000,97,739,0,2,2 -5 Family,44 Dorothy Ave,02904
117-0149-0000,117,149,0,2,2 -5 Family,85 Sharon St,02908
034-0399-0000,34,399,0,1,Single Family,8 Baltimore St,02909
124-0446-0000,124,446,0,1,Single Family,138 Gentian Ave,02908
098-0298-0000,98,298,0,1,Single Family,13 Aventine Ave,02904
120-0293-0000,120,293,0,1,Single Family,87 Pinehurst Ave,02908
105-0437-0000,105,437,0,2,2 -5 Family,35 Gifford St,02909
117-0538-0042,117,538,42,23,Residential Condo,57 Wyndham Ave,02908
